"id","loc","year","mes","day","gh9","gh10","gh11","gh12","gh13","gh14","gh15","gh16","ghext9","ghext10","ghext11","ghext12","ghext13","ghext14","ghext15","ghext16","kh9","kh10","kh11","kh12","kh13","kh14","kh15","kh16","gd","gdext","kd","gh9_diaprevio","gh10_diaprevio","gh11_diaprevio","gh12_diaprevio","gh13_diaprevio","gh14_diaprevio","gh15_diaprevio","gh16_diaprevio","gd_previo","gdext_previo","kd_previo","t9_12_diaprevio","t13_15_diaprevio","h8_diaprevio","h14_diaprevio","t_dia_diaprevio","preciptac_dia_diaprevio","Predicc_temp_day_C","Predicc_Relative_humidity_day_0_1","Predicc_cloudy_sky_day_0_1","Predicc_temp_10_11_12_C","Predicc_temp_13_14_15_C","Predicc_R_hum_10_11_12","Predicc_R_hum_13_14_15","Predicc_cloudy_10_11_12","Predicc_cloudy_13_14_15","Predic_Gd","Predic_Kd","Today_cluster14_semiautom","Today_cluster14_experts","kd_predicted_rf_basic_prediction"
18447,"MU",2015,9,3,488.9,675,805.6,769.4,663.9,741.7,680.6,508.3,742.4,934.8,1070.9,1141.4,1141.4,1070.9,934.8,742.4,0.659,0.722,0.752,0.674,0.582,0.693,0.728,0.685,6180.6,9301,0.665,502.8,513.9,655.6,713.9,713.9,558.3,622.2,441.7,5422.2,9355.7,0.58,25.3,33.5,79,46,28.8,0,24.7,0.754,0.297,26.883,27.617,0.685,0.556,0.168,0.009,6667.8,0.717,"c02","c02",0.645343300000001
25242,"TO",2011,1,26,66.7,91.7,138.9,163.9,138.9,116.7,319.4,163.9,324.3,511.3,643.6,712.1,712.1,643.6,511.3,324.3,0.206,0.179,0.216,0.23,0.195,0.181,0.625,0.505,1255.6,4555.4,0.276,119.4,316.7,488.9,555.6,552.8,488.9,372.2,213.9,3183.3,4510.3,0.706,-3.8,6.3,78,53,2.6,0,0.2,0.832,0.18,2.85,7.05,0.723,0.6,0.186,0.017,3185.5,0.699,"c12","c10",0.381261166666667
9801,"BI",2012,8,31,375,438.9,422.2,652.8,788.9,750,450,377.8,721,897.9,1023,1087.8,1087.8,1023,897.9,721,0.52,0.489,0.413,0.6,0.725,0.733,0.501,0.524,4752.8,9049,0.525,208.3,341.7,627.8,263.9,430.6,738.9,375,222.2,3652.8,9111.4,0.401,15.3,20,97,67,17.2,1.3,16.3,0.773,0.623,17.183,19.617,0.785,0.596,0.998,0.454,3073.5,0.34,"c05","c04",0.478193933333334
8831,"BI",2009,8,27,533.3,602.8,788.9,844.4,841.7,783.3,672.2,522.2,739.4,915.3,1039.6,1104,1104,1039.6,915.3,739.4,0.721,0.659,0.759,0.765,0.762,0.753,0.734,0.706,6641.7,9295.2,0.715,527.8,680.6,783.3,847.2,838.9,794.4,683.3,533.3,6766.7,9355.3,0.723,16.6,26,95,46,20.6,0,20.1,0.776,0.014,26.55,25.85,0.542,0.585,0,0,6966.1,0.749,"c02","c01",0.7077872
18403,"MU",2015,7,20,602.8,758.3,869.4,922.2,919.4,869.4,775,636.1,873,1051.6,1177.8,1243.2,1243.2,1177.8,1051.6,873,0.69,0.721,0.738,0.742,0.74,0.738,0.737,0.729,7700,11122.2,0.692,625,783.3,905.6,983.3,930.6,752.8,722.2,397.2,7372.2,11146,0.661,25.9,38.6,75,31,31.2,0,25.2,0.864,0.036,26.517,26.817,0.81,0.772,0,0,8148.9,0.733,"c02","c01",0.684417600000001
14705,"MA",2013,4,26,425,747.2,700,869.4,488.9,550,436.1,372.2,816,1008.5,1144.7,1215.1,1215.1,1144.7,1008.5,816,0.521,0.741,0.612,0.716,0.402,0.48,0.432,0.456,5288.9,10262.9,0.515,608.3,802.8,772.2,861.1,844.4,741.7,586.1,322.2,6569.4,10219.6,0.643,14,23,70,40,18,0,17.2,0.766,0.155,19.817,20.117,0.657,0.701,0.037,0.025,7582.7,0.739,"c07","c03",0.576584899999998
19446,"SS",2009,12,26,13.9,52.8,105.6,77.8,88.9,119.4,69.4,19.4,186.5,359.1,481.2,544.4,544.4,481.2,359.1,186.5,0.074,0.147,0.219,0.143,0.163,0.248,0.193,0.104,550,3158.1,0.174,47.2,222.2,344.4,366.7,369.4,152.8,186.1,77.8,1777.8,3152.7,0.564,6.5,9.2,75,66,7.4,0.6,8,0.816,0.683,9.55,8.75,0.801,0.813,1,1,320,0.101,"c14","c14",0.186751433333334
26357,"TO",2014,5,3,641.7,802.8,922.2,980.6,980.6,922.2,805.6,644.4,825,1006.8,1135.4,1202,1202,1135.4,1006.8,825,0.778,0.797,0.812,0.816,0.816,0.812,0.8,0.781,8163.9,10428.8,0.783,586.1,761.1,897.2,963.9,963.9,900,783.3,627.8,7786.1,10385.3,0.75,16.4,24.1,50,25,19.8,0,14.5,0.519,0.018,16.017,19.85,0.48,0.396,0,0,8366.7,0.802,"c01","c01",0.770669466666668
23377,"ST",2014,4,8,244.4,386.1,411.1,433.3,563.9,483.3,555.6,294.4,701.9,881.3,1008.2,1073.9,1073.9,1008.2,881.3,701.9,0.348,0.438,0.408,0.404,0.525,0.479,0.63,0.42,3741.7,8796.1,0.425,444.4,577.8,741.7,786.1,663.9,477.8,575,441.7,5255.6,8729,0.602,13.4,17.8,91,67,14.9,0.6,12.8,0.733,0.478,13.083,13.283,0.687,0.68,0.462,0.089,5341.9,0.607,"c04","c08",0.439519000000001
23880,"ST",2015,10,11,333.3,266.7,583.3,694.4,658.3,575,425,205.6,483.4,664.6,792.8,859.2,859.2,792.8,664.6,483.4,0.69,0.401,0.736,0.808,0.766,0.725,0.639,0.425,3933.3,6180,0.636,200,500,636.1,708.3,700,627.8,502.8,316.7,4416.7,6251,0.707,13,22.8,88,60,17.2,0,18.3,0.837,0.732,18.55,18.717,0.828,0.856,0.661,0.631,2570.5,0.416,"c03","c02",0.523195833333333
26214,"TO",2013,11,30,119.4,236.1,280.6,238.9,202.8,144.4,125,100,274.1,457.6,587.5,654.7,654.7,587.5,457.6,274.1,0.436,0.516,0.478,0.365,0.31,0.246,0.273,0.365,1530.6,4047.2,0.378,177.8,330.6,444.4,500,494.4,433.3,322.2,175,2933.3,4077.1,0.719,-2.4,9.9,96,49,4.6,0,4.9,0.675,0.2,6.883,10.85,0.567,0.442,0.233,0.549,2832.2,0.7,"c11","c11",0.469678166666666
14239,"MA",2011,12,20,186.1,319.4,413.9,488.9,508.3,463.9,336.1,183.3,291.8,481.8,616.2,685.8,685.8,616.2,481.8,291.8,0.638,0.663,0.672,0.713,0.741,0.753,0.698,0.628,2969.4,4265.7,0.696,41.7,111.1,283.3,336.1,408.3,416.7,294.4,163.9,2086.1,4268.5,0.489,7.5,16.2,69,52,11.8,0,10.1,0.467,0.003,11.75,14.583,0.446,0.409,0.001,0.005,3092.6,0.725,"c02","c02",0.678245266666667
19369,"SS",2009,10,3,372.2,530.6,636.1,694.4,694.4,641.7,533.3,377.8,536,717.9,846.5,913.1,913.1,846.5,717.9,536,0.694,0.739,0.751,0.761,0.761,0.758,0.743,0.705,4936.1,6777.4,0.728,130.6,333.3,491.7,638.9,475,219.4,22.2,241.7,2755.6,6849.3,0.402,16.2,17.7,81,74,15.8,0.1,14.9,0.824,0.05,18.25,18.25,0.639,0.646,0,0,5042.5,0.744,"c01","c01",0.703934
3151,"AL",2008,4,17,319.4,347.2,550,738.9,566.7,363.9,447.2,558.3,777,968.5,1104,1174.1,1174.1,1104,968.5,777,0.411,0.358,0.498,0.629,0.483,0.33,0.462,0.719,4597.2,9750,0.472,397.2,369.4,347.2,436.1,483.3,394.4,275,180.6,3450,9697.7,0.356,12.8,16.1,41,55,12.6,1,17.1,0.533,0.593,22.35,23.65,0.252,0.299,1,0.054,7193.9,0.738,"c05","c05",0.498828366666667
4364,"AL",2011,12,3,25,188.9,127.8,427.8,333.3,450,319.4,116.7,290.9,478.2,610.7,679.3,679.3,610.7,478.2,290.9,0.086,0.395,0.209,0.63,0.491,0.737,0.668,0.401,2008.3,4235.9,0.474,166.7,186.1,388.9,441.7,391.7,127.8,55.6,13.9,1797.2,4261.8,0.422,9.2,16.9,88,58,13,10.7,14.1,0.737,0.624,15.417,16.65,0.718,0.701,0.85,0.35,1707.7,0.403,"c06","c06",0.4094312
25843,"TO",2012,10,25,169.4,311.1,383.3,458.3,294.4,211.1,100,94.4,442.5,632.9,767.5,837.2,837.2,767.5,632.9,442.5,0.383,0.492,0.499,0.547,0.352,0.275,0.158,0.213,2102.8,5783,0.364,97.2,216.7,294.4,213.9,163.9,94.4,66.7,22.2,1216.7,5845.7,0.208,13,20.1,86,61,16.7,4.4,14.8,0.844,0.768,16.25,18.517,0.794,0.64,0.921,0.468,2174.5,0.376,"c11","c07",0.346603933333334
11333,"MM",2009,1,29,91.7,152.8,341.7,327.8,530.6,341.7,69.4,150,329.8,515.9,647.5,715.7,715.7,647.5,515.9,329.8,0.278,0.296,0.528,0.458,0.741,0.528,0.135,0.455,2055.6,4602.3,0.447,133.3,266.7,463.9,513.9,272.2,122.2,102.8,58.3,2002.8,4553.8,0.44,7.5,13.5,91,65,10.8,0.4,10.3,0.859,0.646,13.85,14.05,0.653,0.663,0.001,0.255,2995.5,0.651,"c04","c08",0.460311966666667
10395,"BI",2014,6,7,683.3,825,927.8,1008.3,986.1,911.1,755.6,388.9,882.6,1045.5,1160.7,1220.3,1220.3,1160.7,1045.5,882.6,0.774,0.789,0.799,0.826,0.808,0.785,0.723,0.441,8280.6,11412.5,0.726,116.7,113.9,113.9,488.9,855.6,847.2,680.6,463.9,4819.4,11397.1,0.423,22.4,33.1,54,16,25,0,20.1,0.631,0.225,25.717,27.25,0.44,0.36,0.003,0,8228.9,0.721,"c01","c01",0.690207866666667
17672,"MU",2013,5,21,152.8,175,222.2,275,327.8,266.7,305.6,336.1,871.9,1052.5,1180.2,1246.3,1246.3,1180.2,1052.5,871.9,0.175,0.166,0.188,0.221,0.263,0.226,0.29,0.385,2752.8,11092.5,0.248,316.7,550,794.4,833.3,513.9,694.4,350,450,5008.3,11066.6,0.453,15,20.7,54,37,17.8,0,15.4,0.761,0.933,15.55,16.25,0.76,0.749,1,0.967,3926.7,0.354,"c12","c12",0.267118233333334
25936,"TO",2013,2,4,250,413.9,533.3,594.4,597.2,541.7,425,261.1,368.4,557.5,691.2,760.5,760.5,691.2,557.5,368.4,0.679,0.742,0.772,0.782,0.785,0.784,0.762,0.709,3777.8,5007.7,0.754,288.9,438.9,530.6,588.9,569.4,491.7,347.2,169.4,3566.7,4953.6,0.72,1.3,10.6,78,38,6.2,0,5.8,0.647,0.024,7.417,11.817,0.501,0.493,0,0.14,3764.8,0.752,"c01","c01",0.731415800000001
14900,"MA",2013,11,12,247.2,402.8,522.2,588.9,591.7,533.3,419.4,261.1,391.1,586.5,724.6,796.2,796.2,724.6,586.5,391.1,0.632,0.687,0.721,0.74,0.743,0.736,0.715,0.668,3730.6,5279.8,0.707,258.3,427.8,538.9,597.2,572.2,533.3,419.4,258.3,3763.9,5328.2,0.706,16.6,23,49,45,20.9,0,16.3,0.716,0,20.65,20.417,0.498,0.598,0,0,3656.1,0.692,"c02","c01",0.696222333333333
12404,"MM",2012,11,18,213.9,358.3,333.3,216.7,205.6,202.8,241.7,133.3,309.5,493.7,624,691.5,691.5,624,493.7,309.5,0.691,0.726,0.534,0.313,0.297,0.325,0.489,0.431,1986.1,4390.5,0.452,30.6,44.4,161.1,200,127.8,108.3,44.4,44.4,786.1,4434.6,0.177,10.5,11,85,81,10,2.5,10.4,0.761,0.426,12.25,15.45,0.715,0.499,0.352,0.017,2790.4,0.636,"c11","c07",0.468090133333333
19239,"SS",2009,5,13,494.4,775,644.4,725,883.3,858.3,725,311.1,839.7,1008.8,1128.4,1190.4,1190.4,1128.4,1008.8,839.7,0.589,0.768,0.571,0.609,0.742,0.761,0.719,0.371,6097.2,10718.6,0.569,636.1,794.4,550,888.9,491.7,702.8,416.7,597.2,6475,10678.1,0.606,17,17.6,67,71,17.1,0,14.6,0.901,0.783,14.85,16.35,0.874,0.786,0.982,0.801,3615.5,0.337,"c03","c02",0.488064533333333
9087,"BI",2010,6,5,652.8,755.6,869.4,908.3,730.6,419.4,252.8,119.4,880.8,1044,1159.4,1219.1,1219.1,1159.4,1044,880.8,0.741,0.724,0.75,0.745,0.599,0.362,0.242,0.136,5222.2,11380.7,0.459,661.1,800,938.9,952.8,969.4,941.7,536.1,283.3,7375,11363.2,0.649,18.3,21.8,66,61,17.6,0,17.9,0.766,0.313,25.25,21.55,0.492,0.631,0.124,0.992,8262.8,0.726,"c07","c03",0.499837833333334
13539,"MA",2007,10,22,336.1,527.8,655.6,722.2,680.6,600,505.6,341.7,499.3,698.6,839.5,912.5,912.5,839.5,698.6,499.3,0.673,0.755,0.781,0.791,0.746,0.715,0.724,0.684,4727.8,6441.3,0.734,350,519.4,644.4,711.1,711.1,644.4,525,355.6,4808.3,6502.3,0.739,14.6,24.4,97,59,18.2,0,19.4,0.62,0.299,25.75,27.05,0.353,0.31,0.237,0.169,5270.7,0.818,"c02","c01",0.699506533333334
14524,"MA",2012,10,13,358.3,561.1,672.2,736.1,736.1,677.8,569.4,408.3,549.4,749.6,891.2,964.5,964.5,891.2,749.6,549.4,0.652,0.749,0.754,0.763,0.763,0.761,0.76,0.743,5013.9,6999.4,0.716,297.2,519.4,650,513.9,694.4,675,569.4,402.8,4725,7062.3,0.669,21,28.1,69,43,23.6,0,20.1,0.471,0.111,22.917,24.65,0.369,0.272,0,0,5176.8,0.74,"c01","c01",0.7092132
580,"AB",2008,12,17,138.9,219.4,330.6,438.9,502.8,391.7,341.7,155.6,256.6,440.9,571.2,638.6,638.6,571.2,440.9,256.6,0.541,0.498,0.579,0.687,0.787,0.686,0.775,0.606,2558.3,3889.9,0.658,61.1,125,344.4,461.1,233.3,108.3,83.3,55.6,1500,3897,0.385,1.4,6.6,91,68,4.1,0,3.6,0.778,0.417,6.85,8.65,0.598,0.563,0.915,0.602,3330.8,0.856,"c08","c02",0.560636566666666
18260,"MU",2015,2,21,111.1,127.8,283.3,372.2,425,191.7,241.7,313.9,489.4,687,826.8,899.1,899.1,826.8,687,489.4,0.227,0.186,0.343,0.414,0.473,0.232,0.352,0.641,2213.9,6324.9,0.35,119.4,205.6,341.7,661.1,663.9,452.8,469.4,319.4,3419.4,6261,0.546,9.6,17,79,50,12.5,0,11.5,0.725,0.252,12.45,14.45,0.714,0.679,0.731,0.398,3153.8,0.499,"c10","c10",0.430294733333333
14838,"MA",2013,9,10,491.7,655.6,780.6,836.1,838.9,783.3,661.1,494.4,720,917.5,1057.2,1129.5,1129.5,1057.2,917.5,720,0.683,0.715,0.738,0.74,0.743,0.741,0.721,0.687,6350,9015.6,0.704,497.2,663.9,780.6,855.6,858.3,800,672.2,502.8,6466.7,9071.5,0.713,21.7,28,85,61,23.6,0,22.4,0.747,0.001,25.583,26.15,0.588,0.592,0,0,6581.2,0.73,"c02","c01",0.702056400000001
7678,"BA",2014,12,22,130.6,261.1,363.9,413.9,405.6,347.2,247.2,94.4,216.5,394.4,520.1,585.2,585.2,520.1,394.4,216.5,0.603,0.662,0.7,0.707,0.693,0.668,0.627,0.436,2280.6,3470.1,0.657,136.1,266.7,380.6,433.3,430.6,369.4,269.4,125,2427.8,3470.2,0.7,9.5,16.4,78,50,13,0,10.9,0.768,0.006,11.317,12.817,0.608,0.689,0.012,0,2435,0.702,"c03","c02",0.656980366666667
10960,"MM",2007,7,2,672.2,816.7,916.7,972.2,969.4,927.8,833.3,683.3,889.5,1058.8,1178.6,1240.6,1240.6,1178.6,1058.8,889.5,0.756,0.771,0.778,0.784,0.781,0.787,0.787,0.768,8650,11444.1,0.756,572.2,566.7,475,833.3,908.3,944.4,875,463.9,6936.1,11454.4,0.606,20.2,27.4,53,40,23.5,0,20.3,0.481,0.004,23.25,26.15,0.337,0.252,0,0,9176.8,0.802,"c01","c01",0.752379399999998
5492,"AL",2015,2,4,322.2,263.9,597.2,277.8,327.8,380.6,458.3,286.1,391.2,584.7,721.5,792.3,792.3,721.5,584.7,391.2,0.824,0.451,0.828,0.351,0.414,0.527,0.784,0.731,3066.7,5268.4,0.582,269.4,425,550,622.2,452.8,511.1,266.7,297.2,3519.4,5215.1,0.675,10.4,16.1,56,34,12.9,0.1,8.5,0.505,0.304,8.617,9.283,0.595,0.413,0.722,0.704,2775.8,0.527,"c05","c05",0.560199166666666
25873,"TO",2012,11,26,13.9,41.7,88.9,250,341.7,302.8,222.2,94.4,287,471.2,601.5,669,669,601.5,471.2,287,0.048,0.088,0.148,0.374,0.511,0.503,0.472,0.329,1363.9,4174.3,0.327,83.3,163.9,302.8,452.8,338.9,241.7,238.9,102.8,1983.3,4209.2,0.471,8.1,16.5,96,68,12.4,0,11,0.787,0.9,11.617,12.55,0.885,0.697,1,1,905.5,0.217,"c10","c10",0.2874165
8350,"BI",2008,3,22,91.7,83.3,77.8,94.4,105.6,236.1,261.1,219.4,607.3,790.4,919.9,986.9,986.9,919.9,790.4,607.3,0.151,0.105,0.085,0.096,0.107,0.257,0.33,0.361,1444.4,7620.4,0.19,130.6,186.1,169.4,130.6,133.3,127.8,97.2,47.2,1166.7,7547.4,0.155,4.8,12.9,81,58,8.6,20.9,7.8,0.846,0.491,8.85,8.75,0.778,0.597,0.967,0.645,4536.2,0.595,"c12","c12",0.264148466666667
612,"AB",2009,1,20,105.6,141.7,291.7,197.2,244.4,205.6,161.1,144.4,312.7,500.7,633.7,702.5,702.5,633.7,500.7,312.7,0.338,0.283,0.46,0.281,0.348,0.324,0.322,0.462,1522.2,4449.8,0.342,138.9,291.7,319.4,305.6,386.1,372.2,286.1,83.3,2219.4,4411.8,0.503,8.2,13.8,87,70,10.6,0.7,4.7,0.755,0.528,4.35,5.45,0.816,0.649,0.881,0.131,2629.4,0.591,"c09","c09",0.354657866666667
13392,"MA",2007,5,20,436.1,463.9,727.8,650,805.6,850,677.8,519.4,872.5,1056.5,1186.7,1254,1254,1186.7,1056.5,872.5,0.5,0.439,0.613,0.518,0.642,0.716,0.642,0.595,6086.1,11077.8,0.549,641.7,794.4,911.1,980.6,719.4,452.8,555.6,380.6,6711.1,11052.7,0.607,18.8,27.7,63,37,21.6,0,19.6,0.706,0.668,22.05,22.15,0.582,0.588,1,0.341,7351,0.664,"c08","c04",0.518931100000001
22028,"ST",2010,1,20,155.6,330.6,466.7,316.7,113.9,75,86.1,66.7,243.1,418.6,542.8,607,607,542.8,418.6,243.1,0.64,0.79,0.86,0.522,0.188,0.138,0.206,0.274,1630.6,3693.1,0.442,58.3,219.4,266.7,252.8,194.4,147.2,52.8,27.8,1238.9,3654.5,0.339,16.2,13.4,71,93,14.9,10.9,12,0.745,0.344,13.25,12.65,0.529,0.67,0.466,0.769,2116.1,0.573,"c11","c07",0.427719566666667
1935,"AB",2012,11,5,275,441.7,580.6,622.2,561.1,491.7,263.9,169.4,393.4,584.2,719.2,789.1,789.1,719.2,584.2,393.4,0.699,0.756,0.807,0.789,0.711,0.684,0.452,0.431,3519.4,5273.2,0.667,77.8,169.4,275,222.2,72.2,80.6,163.9,127.8,1300,5328.5,0.244,16.6,18.9,88,78,16.4,3.1,9.9,0.589,0.413,11.383,13.817,0.443,0.341,0.002,0.114,3910.3,0.742,"c03","c02",0.6375231
5257,"AL",2014,6,7,630.6,769.4,880.6,938.9,894.4,880.6,780.6,611.1,891.2,1066.9,1191.2,1255.5,1255.5,1191.2,1066.9,891.2,0.708,0.721,0.739,0.748,0.712,0.739,0.732,0.686,7902.8,11408.5,0.693,602.8,391.7,550,855.6,736.1,886.1,783.3,630.6,6516.7,11396.5,0.572,20.9,24.9,82,64,22.8,0,22,0.699,0.039,25.317,24.75,0.603,0.667,0,0,8589.7,0.753,"c02","c01",0.6867602
4102,"AL",2011,2,23,352.8,516.7,525,688.9,625,516.7,461.1,247.2,497.6,694.8,834.3,906.4,906.4,834.3,694.8,497.6,0.709,0.744,0.629,0.76,0.69,0.619,0.664,0.497,4244.4,6412.6,0.662,233.3,377.8,583.3,341.7,227.8,363.9,402.8,327.8,3025,6347.7,0.477,13.8,21.8,55,34,18.3,0,14.6,0.595,0.109,16.95,15.85,0.502,0.682,0,0.004,4761.1,0.742,"c03","c02",0.668496366666667
14930,"MA",2013,12,13,105.6,288.9,400,452.8,402.8,333.3,286.1,158.3,296.8,487,621.6,691.2,691.2,621.6,487,296.8,0.356,0.593,0.644,0.655,0.583,0.536,0.587,0.534,2480.6,4314.7,0.575,125,238.9,294.4,483.3,480.6,400,300,158.3,2538.9,4327.2,0.587,9.7,20,95,45,14.3,0,13.5,0.583,0.809,15.317,18.083,0.529,0.38,0.903,0.718,2731.1,0.633,"c04","c04",0.534642799999999
15942,"MU",2008,2,13,127.8,169.4,208.3,152.8,202.8,88.9,52.8,50,443.5,639.7,778.5,850.3,850.3,778.5,639.7,443.5,0.288,0.265,0.268,0.18,0.238,0.114,0.083,0.113,1122.2,5827,0.193,186.1,86.1,225,344.4,436.1,166.7,94.4,75,1705.6,5767.2,0.296,8.2,14.6,83,65,11.5,0.3,11.9,0.777,0.413,13.25,13.25,0.704,0.728,0.852,0.027,3846.2,0.66,"c13","c13",0.304092233333333
5604,"AL",2015,6,3,669.4,800,936.1,997.2,1002.8,950,827.8,669.4,888,1064.5,1189.3,1253.9,1253.9,1189.3,1064.5,888,0.754,0.752,0.787,0.795,0.8,0.799,0.778,0.754,8461.1,11355.6,0.745,644.4,800,911.1,969.4,972.2,916.7,805.6,652.8,8166.7,11340.2,0.72,22.7,25.9,70,51,21.2,0,22.1,0.59,0.186,25.35,26.783,0.487,0.434,0,0.026,8755.6,0.771,"c01","c01",0.718442500000001
9920,"BI",2013,1,10,69.4,158.3,247.2,194.4,133.3,69.4,33.3,25,211.6,385.8,509,572.7,572.7,509,385.8,211.6,0.328,0.41,0.486,0.339,0.233,0.136,0.086,0.118,938.9,3394.8,0.277,55.6,194.4,233.3,266.7,163.9,144.4,108.3,33.3,1208.3,3369.1,0.359,1.8,10.4,86,63,6.5,3.2,10.4,0.753,0.385,12.983,13.917,0.613,0.671,0.03,0.649,1866.5,0.55,"c13","c11",0.3290581
19460,"SS",2011,1,12,8.3,19.4,44.4,55.6,58.3,102.8,61.1,25,217.5,392,515.4,579.3,579.3,515.4,392,217.5,0.038,0.05,0.086,0.096,0.101,0.199,0.156,0.115,377.8,3450.1,0.109,13.9,58.3,47.2,77.8,88.9,136.1,16.7,16.7,461.1,3421.7,0.135,10.5,11.3,86,89,10.8,16,12.2,0.843,0.449,14.15,14.45,0.766,0.735,0.058,0.024,2286.6,0.663,"c14","c14",0.238149833333333
9598,"BI",2012,1,12,108.3,250,352.8,397.2,400,350,208.3,125,217.5,392,515.4,579.3,579.3,515.4,392,217.5,0.498,0.638,0.685,0.686,0.691,0.679,0.532,0.575,2213.9,3450.1,0.642,88.9,244.4,358.3,413.9,408.3,352.8,247.2,113.9,2250,3421.7,0.658,1.7,12.1,93,61,8,0,7,0.769,0.744,9.117,10.75,0.664,0.754,0.329,0.456,2051.8,0.595,"c08","c02",0.543763999999999
1673,"AB",2012,2,5,41.7,77.8,116.7,127.8,122.2,133.3,66.7,19.4,386.2,578,713.6,783.8,783.8,713.6,578,386.2,0.108,0.135,0.163,0.163,0.156,0.187,0.115,0.05,772.2,5205.9,0.148,275,444.4,516.7,605.6,630.6,541.7,400,263.9,3838.9,5151.4,0.745,-5.1,5.4,47,31,0.6,0,1.8,0.644,0.51,1.517,3.283,0.66,0.725,1,1,1288.6,0.248,"c14","c14",0.2520139
25786,"TO",2012,8,24,591.7,758.3,872.2,925,919.4,858.3,747.2,580.6,772.4,957,1087.5,1155,1155,1087.5,957,772.4,0.766,0.792,0.802,0.801,0.796,0.789,0.781,0.752,7419.4,9707.1,0.764,577.8,736.1,852.8,913.9,916.7,869.4,755.6,591.7,7372.2,9759.3,0.755,23.7,34.4,34,18,28.6,0,24.7,0.378,0.178,26.517,30.817,0.321,0.164,0.849,0.479,7616.9,0.785,"c01","c01",0.720564933333334
5790,"BA",2007,4,28,463.9,502.8,750,866.7,850,741.7,444.4,241.7,802.1,981.6,1108.5,1174.2,1174.2,1108.5,981.6,802.1,0.578,0.512,0.677,0.738,0.724,0.669,0.453,0.301,5744.4,10125.7,0.567,316.7,544.4,252.8,402.8,836.1,830.6,694.4,533.3,5113.9,10075.6,0.508,19,18.8,55,74,18.2,0,15.2,0.901,0.754,16.45,16.45,0.837,0.834,0.968,0.993,8942.8,0.883,"c03","c03",0.499131833333333
388,"AB",2008,5,31,25,213.9,366.7,669.4,511.1,455.6,713.9,705.6,884,1059.4,1183.4,1247.6,1247.6,1183.4,1059.4,884,0.028,0.202,0.31,0.537,0.41,0.385,0.674,0.798,4727.8,11307.1,0.418,541.7,769.4,555.6,619.4,469.4,180.6,322.2,233.3,4627.8,11288.5,0.41,14.2,20.8,87,54,17.5,3.9,15.3,0.745,0.6,16.75,18.75,0.729,0.61,0.419,0.756,6049.3,0.535,"c10","c06",0.415148766666668
26529,"TO",2014,10,28,258.3,413.9,538.9,597.2,544.4,563.9,369.4,219.4,425.3,615.2,749.5,819,819,749.5,615.2,425.3,0.607,0.673,0.719,0.729,0.665,0.752,0.601,0.516,3636.1,5598,0.65,313.9,466.7,561.1,608.3,591.7,516.7,397.2,233.3,3911.1,5659.2,0.691,8.9,24.3,80,40,17.5,0,15.2,0.725,0.266,17.517,21.617,0.622,0.469,0.215,0.329,3726.5,0.666,"c03","c02",0.6374785
22408,"ST",2011,3,24,175,241.7,213.9,416.7,575,327.8,216.7,100,617.7,800,928.9,995.6,995.6,928.9,800,617.7,0.283,0.302,0.23,0.418,0.578,0.353,0.271,0.162,2591.7,7744.2,0.335,463.9,633.3,758.3,827.8,816.7,747.2,616.7,444.4,5961.1,7671.3,0.777,10.1,13.5,65,67,11.6,0,13.6,0.553,0.285,13.15,15.45,0.609,0.558,0.44,0.249,5301.5,0.685,"c09","c09",0.4581985
16650,"MU",2010,4,20,350,430.6,605.6,616.7,555.6,619.4,377.8,347.2,789.9,981.2,1116.5,1186.5,1186.5,1116.5,981.2,789.9,0.443,0.439,0.542,0.52,0.468,0.555,0.385,0.44,4455.6,9919.5,0.449,580.6,750,847.2,886.1,883.3,855.6,686.1,616.7,7244.4,9869.7,0.734,14.2,23.8,91,42,19,0,15.9,0.78,0.595,18.45,18.25,0.642,0.653,1,0.992,6584.3,0.664,"c04","c08",0.469631000000001
20438,"SS",2013,12,26,44.4,41.7,138.9,219.4,163.9,69.4,61.1,80.6,186.5,359.1,481.2,544.4,544.4,481.2,359.1,186.5,0.238,0.116,0.289,0.403,0.301,0.144,0.17,0.432,841.7,3158.1,0.267,113.9,241.7,322.2,388.9,125,119.4,152.8,100,1575,3152.7,0.5,9.4,12,63,50,8.6,9.9,9,0.727,0.468,8.983,10.183,0.877,0.825,0.733,0.412,1521.4,0.482,"c12","c12",0.2772648
19965,"SS",2012,7,28,111.1,147.2,216.7,205.6,269.4,377.8,333.3,238.9,843.4,1010.3,1128.3,1189.4,1189.4,1128.3,1010.3,843.4,0.132,0.146,0.192,0.173,0.227,0.335,0.33,0.283,2188.9,10790,0.203,619.4,591.7,891.7,927.8,911.1,752.8,261.1,180.6,5969.4,10827.3,0.551,20.6,22.2,78,84,21.6,0,19.5,0.808,0.781,19.883,20.917,0.821,0.729,0.889,0.653,4050.3,0.375,"c12","c12",0.2732508
